,词语,词频
1679,推进,8587
1680,社会主义,1388
1681,文明,2340
1682,扎实,776
1683,群众,11377
1684,路线,1990
1685,推动,4386
1686,成果,2230
1687,惠及,226
1688,第一年,227
1689,良好,2346
1690,开局,360
1691,届,7102
1692,三中全会,1972
1693,胜利,688
1694,着眼,133
1695,两个,5454
1696,一百年,58
1697,战略,3128
1698,全局,383
1699,重大,4198
1700,战略部署,104
1701,指明,150
1702,起点,329
1703,特色,2529
1704,产生,3695
1705,深远,180
1706,关怀,383
1707,下,18257
1708,无私,67
1709,支援,354
1710,深入,3372
1711,系列,1917
1712,讲话,2454
1713,治国,207
1714,必,1073
1715,治,1438
1716,边,2149
1717,先,3911
1718,俞正声,113
1719,依法,3736
1720,长期,2595
1721,建,3514
1722,指示,494
1723,走,6053
1724,特点,1609
1725,路子,113
1726,呈现,1401
1727,快,2947
1728,民生,3127
1729,进步,1009
1730,宗教,414
1731,和睦,98
1732,和谐,1311
1733,大好,145
1734,局面,755
1735,十二五,472
1736,关键,2957
1737,周围,1193
1738,高举,194
1739,旗帜,227
1740,邓小平理论,110
1741,科学,3929
1742,发展观,193
1743,区党委,104
1744,八,4330
1745,五,5751
1746,全委会,37
1747,决心,934
1748,智慧,933
1749,勇气,416
1750,跨越式,164
1751,长治久安,179
1752,坚定不移,256
1753,改革创新,638
1754,贯穿,356
1755,环节,2013
1756,促进,4412
1757,持续,3908
1758,全力以赴,160
1759,维稳,148
1760,细,538
1761,实,1117
1762,完善,4830
1763,长效,564
1764,大局,729
1765,底线,627
1766,红线,496
1767,高压线,169
1768,健全,1563
1769,雪域,59
1770,高原,386
1771,一草一木,13
1772,山山水水,16
1773,净土,72
1774,富裕,331
1775,法治,867
1776,努力奋斗,105
1777,繁荣昌盛,13
1778,扎西,56
1779,德勒,9
1780,电视电话会议,116
1781,形式,2593
1782,姚海全,7
1783,摄,3307
1784,李克强,373
1785,总理,1124
1786,总结,1458
1787,出席,2554
1788,举措,1156
1789,全国政协,235
1790,副主席,1177
1791,政协,4423
1792,帕巴拉,9
1793,格列朗杰,15
1794,副书记,1412
1795,吴英杰,20
1796,邓小刚,12
1797,刁国新,2
1798,公,1621
1799,保,1964
1800,齐扎拉,9
1801,罗布顿珠,4
1802,董云虎,5
1803,梁田庚,10
1804,托,347
1805,丁业现,5
1806,王瑞连,11
1807,认真,3161
1808,惠民生,114
1809,经济发展,1130
1810,速度快,85
1811,结构,2893
1812,优化,1524
1813,力度,3370
1814,较大,1754
1815,动力,1264
1816,实惠,279
1817,效益,699
1818,第一个,1147
1819,全国性,132
1820,站位,66
1821,高远,38
1822,论述,127
1823,精辟,30
1824,很强,337
1825,思想性,32
1826,前瞻性,93
1827,针对性,598
1828,指导性,101
1829,坚定,768
1830,十分,3751
1831,一定,5791
1832,学习,4935
1833,领会,251
1834,准确,819
1835,把握,1056
1836,判断,993
1837,上来,916
1838,预期,1298
1839,执行,5673
1840,宏观,590
1841,激发,642
1842,市场,14425
1843,活力,1072
1844,服务,14636
1845,重点,7367
1846,抓好,1186
1847,方面,10193
1848,扭住,53
1849,总开关,26
1850,深化,1885
1851,吃透,36
1852,考虑,2796
1853,有序,810
1854,农牧区,106
1855,体制改革,525
1856,财税,205
1857,医药,473
1858,体制,2306
1859,人事,635
1860,扶贫开发,218
1861,十,2330
1862,开放,1978
1863,提升,4709
1864,全方位,369
1865,优势,2383
1866,互补,134
1867,互利,89
1868,共赢,169
1869,项目,12474
1870,抓住,932
1871,机遇,945
1872,主动,2718
1873,对接,576
1874,争取,1193
1875,前期,767
1876,尚未,1295
1877,中期,218
1878,调整,4612
1879,增加,7127
1880,全部,4562
1881,抓,2413
1882,严格,3882
1883,责任制,270
1884,沟通,1551
1885,衔接,466
1886,加快,4613
1887,力争,699
1888,早,3034
1889,开工,1117
1890,竣工,455
1891,见效,90
1892,打造,2946
1893,优质,1037
1894,精品,390
1895,阳光,993
1896,破除,170
1897,瓶颈,247
1898,基础设施,611
1899,先行,635
1900,强化,2678
1901,交通,7671
1902,综合,3980
1903,能源,1007
1904,水利,303
1905,长远,445
1906,打下,190
1907,坚实,282
1908,突出,3079
1909,优,352
1910,产业,6880
1911,产,735
1912,三产,47
1913,围绕,2257
1914,转变,1807
1915,引导,1888
1916,资金,6177
1917,培育,1058
1918,壮大,319
1919,养殖业,60
1920,第三产业,167
1921,民营,1058
1922,放心,765
1923,放开,496
1924,放宽,194
1925,放胆,1
1926,放手,93
1927,门槛,485
1928,实行,2922
1929,准入,289
1930,简化,279
1931,登记,2839
1932,手续,1413
1933,零,765
1934,成本,2585
1935,注册,1248
1936,一条龙,55
1937,权利,927
1938,平等,542
1939,机会,2598
1940,规则,851
1941,提,1721
1942,质,698
1943,增效,220
1944,小,18489
1945,不同,6236
1946,守住,146
1947,一条,2816
1948,构建,1102
1949,屏障,86
1950,宁可,121
1951,慢,489
1952,一点,2628
1953,绝不,492
1954,牺牲,386
1955,代价,401
1956,从严,714
1957,控制,4431
1958,矿产,171
1959,资源,5735
1960,开发,3132
1961,督查,451
1962,体现,2261
1963,落脚点,103
1964,出发点,140
1965,办成,92
1966,十件,138
1967,实事,414
1968,基础上,1610
1969,迫切,289
1970,解决,6068
1971,办好,298
1972,利民,140
1973,惠民,459
1974,城乡,2635
1975,条件,4780
1976,千方百计,113
1977,多渠道,90
1978,收入,6375
1979,物价,575
1980,防灾,93
1981,减灾,112
1982,树立,836
1983,压倒,30
1984,作战,1632
1985,高度,2715
1986,警钟长鸣,32
1987,绷紧,38
1988,根弦,37
1989,松懈,62
1990,厌战,11
1991,麻痹,51
1992,情绪,1561
1993,提供,8693
1994,大政方针,11
1995,在于,1345
1996,作风,2444
1997,契机,417
1998,紧紧,834
1999,为民,739
2000,务实,560
2001,清廉,226
2002,转,1955
2003,接地气,280
2004,重,2628
2005,实干,154
2006,求,823
2007,实效,402
2008,勇,167
2009,敢,2059
2010,担当,716
2011,扎扎实实,32
2012,既定,87
2013,爱民,65
2014,意识,2150
2015,树,396
2016,牢,223
2017,观念,859
2018,载体,340
2019,政绩,244
2020,形象,2024
2021,面子,201
2022,改进,1575
2023,密切,850
2024,制度化,207
2025,常态化,269
2026,大兴,128
2027,求真务实,126
2028,风,2407
2029,增强,2730
2030,务求,78
2031,倡导,432
2032,真抓实干,102
2033,风气,294
2034,弘扬,428
2035,只争朝夕,23
2036,雷厉风行,21
2037,锲而不舍,24
2038,一抓到底,33
2039,既,2339
2040,关爱,392
2041,轮休,9
2042,履,621
2043,职,1224
2044,检查,5283
2045,时段,837
2046,节点,432
2047,率,1870
2048,清正廉洁,115
2049,项,4477
2050,党政机关,785
2051,厉行节约,422
2052,浪费,1080
2053,约法,16
2054,章,477
2055,九,1104
2056,厉行,58
2057,勤俭节约,122
2058,廉洁自律,138
2059,严肃查处,279
2060,违纪,1660
2061,反腐败,1138
2062,特殊性,89
2063,老虎,934
2064,苍蝇,301
2065,一起,8257
2066,打,5954
2067,腐,1435
2068,贪,521
2069,肃,137
2070,违规,2218
2071,必究,10
2072,这次,3550
2073,新思想,45
2074,新举措,135
2075,外,7881
2076,行,2726
2077,转化,623
2078,干事,222
2079,创业,1650
2080,共识,729
2081,自觉,842
2082,先动,13
2083,红利,300
2084,市场化,608
2085,北上,85
2086,南下,262
2087,东,2067
2088,拓展,732
2089,加大,3521
2090,招商引资,347
2091,带动,1147
2092,破解,569
2093,落地,533
2094,撬动,73
2095,发挥,3548
2096,杠杆,114
2097,足,872
2098,用活,19
2099,赋予,487
2100,特殊,2048
2101,优惠,1210
2102,多层次,172
2103,资本,1485
2104,担保,524
2105,创新,5854
2106,驱动,498
2107,持续发展,114
2108,生,3375
2109,解放思想,308
2110,惯性,88
2111,思维,622
2112,农牧业,129
2113,经营,4815
2114,促动,14
2115,高效,640
2116,宽松,276
2117,政务,637
2118,今冬,133
2119,明春,59
2120,传达,426
2121,形成,4862
2122,抓落实,104
2123,合力,421
2124,敏感,607
2125,步,289
2126,打好,189
2127,号召,301
2128,振奋,174
2129,开拓,404
2130,奋力,216
2131,人大,2224
2132,省级,1440
2133,高级,1328
2134,人民检察院,787
2135,检察长,296
2136,军区,453
2137,总队,627
2138,边防,357
2139,消防,2328
2140,主官,25
2141,石磊,21
2142,肖涛,10
2143,拉萨,614
2144,秦亚洲,6
2145,王军,46
2146,获悉,3475
2147,生产总值,503
2148,预计,3615
2149,达到,6609
2150,亿元,8708
2151,同比,3546
2152,总量,1349
2153,迈,176
2154,台阶,313
2155,首次,4361
2156,突破,2495
2157,大关,229
2158,第五年,12
2159,百,2486
2160,级,3222
2161,增加值,396
2162,分别,4525
2163,比重,582
2164,占,5271
2165,半壁江山,64
2166,固定资产,318
2167,消费品,273
2168,零售,657
2169,总额,1028
2170,旅游,7550
2171,人次,1747
2172,左右,6635
2173,速度,1991
2174,税收,648
2175,财政,3259
2176,预算,2133
2177,农牧民,351
2178,人均,2158
2179,纯收入,352
2180,可支配,545
2181,年末,436
2182,贷款,1839
2183,余额,765
2184,肯定,2786
2185,此次,4128
2186,指标,1959
2187,项目数,13
2188,往,3532
2189,有所,2099
2190,除了,4409
2191,地区,9430
2192,传统,3659
2193,白少波,6
2194,西藏自治区,301
2195,官方,2882
2196,披露,1204
2197,人民币,2958
2198,增速,1177
2199,至今,1873
2200,两位,1157
2201,数,3441
2202,中共,1448
2203,委员会,3792
2204,此间,93
2205,之所以,827
2206,基于,648
2207,基数,170
2208,低,3108
2209,建成,2185
2210,小康,405
2211,很重,91
2212,尽管,2080
2213,内地,1461
2214,相比,2631
2215,起步,307
2216,晚,3517
2217,潜力,524
2218,很大,2720
2219,多重,175
2220,考量,162
2221,前提,866
2222,绿色,1517
2223,可持续,569
2224,本年度,79
2225,他用,242
2226,关键词,260
2227,运行,2496
2228,分别为,670
2229,惠,173
2230,当头,76
2231,注重,1427
2232,数字,1394
2233,显示,8076
2234,十二,2078
2235,确定,3574
2236,开工率,18
2237,对外贸易,63
2238,稳步,378
2239,进出口,434
2240,美元,3593
2241,非公经济,44
2242,迅猛,132
2243,户,2485
2244,数据,5263
2245,结果,5979
2246,体育,1619
2247,救济,98
2248,长足,55
2249,江西省,223
2250,九江市,2
2251,九江,32
2252,小学,1854
2253,学生,7547
2254,手持,324
2255,吉祥物,47
2256,喜气洋洋,33
2257,洪显智,1
2258,新华社,1517
2259,发,5668
2260,李娜,1162
2261,比赛,2867
2262,庆祝,499
2263,得分,317
2264,当日,1406
2265,第二,4373
2266,深圳,2027
2267,网球,237
2268,公开赛,155
2269,女子,4233
2270,单打,83
2271,第一轮,162
2272,选手,1162
2273,兹沃娜列娃,11
2274,晋级,328
2275,一轮,910
2276,毛思倩,6
2277,气象台,363
2278,消息,6257
2279,开启,838
2280,大部,299
2281,天气,3069
2282,晴好,102
2283,暖暖,69
2284,适宜,265
2285,外出,973
2286,东北,880
2287,受冷,46
2288,空气,3574
2289,下降,3496
2290,部分,7253
2291,伴有,157
2292,降雪,381
2293,西南,565
2294,华南,190
2295,今晨,91
2296,轻雾,14
2297,四川,1792
2298,重庆,1603
2299,云南,870
2300,雾气,56
2301,较重,155
2302,能见度,246
2303,不足,2080
2304,今,662
2305,明,1085
2306,两天,1456
2307,内蒙古,514
2308,黑龙江,599
2309,吉林,449
2310,东部,1096
2311,小到中雪,80
2312,偏,607
2313,北风,142
2314,早晨,645
2315,上午,6396
2316,南部,778
2317,中西部,283
2318,江南,306
2319,西部,965
2320,盆地,121
2321,中南部,76
2322,广西,1110
2323,贵州,675
2324,东南部,141
2325,大雾,311
2326,局部,433
2327,浓雾,81
2328,李婧,24
2329,量刑,277
2330,近日,4800
2331,下发,754
2332,通知,3079
2333,常见,848
2334,犯罪,4892
2335,意见,4962
2336,细则,589
2337,指定,506
2338,家中,2414
2339,基层,3054
2340,试点,2349
2341,经验,2427
2342,各省,243
2343,家,10620
2344,试行,268
2345,公正,837
2346,均衡,592
2347,宽严,28
2348,相济,27
2349,满意度,548
2350,公信力,198
2351,这项,900
2352,评价,2198
2353,事实,2012
2354,准绳,14
2355,罪责,21
2356,刑,667
2357,相适应,155
2358,步骤,243
2359,调节,468
2360,基准刑,2
2361,宣告刑,2
2362,第三,4023
2363,情节,1011
2364,适用,621
2365,幅度,778
2366,经过,5319
2367,多年,2561
2368,肇事罪,61
2369,故意,1354
2370,伤害罪,140
2371,强奸罪,278
2372,非法,2291
2373,拘禁,314
2374,罪,1776
2375,抢劫罪,91
2376,盗窃罪,118
2377,诈骗罪,230
2378,抢夺罪,27
2379,职务,2278
2380,侵占罪,25
2381,敲诈勒索,121
2382,公务罪,24
2383,聚众斗殴,7
2384,寻衅,50
2385,滋事,68
2386,掩饰,152
2387,隐瞒,205
2388,所得,362
2389,收益,896
2390,走私,223
2391,贩卖,270
2392,毒品,668
2393,第五,705
2394,附则,15
2395,规范,3173
2396,上列,9
2397,拘役,93
2398,量,2816
2399,原则性,40
2400,本地区,135
2401,研究,8306
2402,解释,2511
2403,本地,688
2404,可操作性,106
2405,中级,676
2406,法官,1102
2407,多种,1534
2408,分级,173
2409,辖区,1015
2410,全员,103
2411,掌握,1272
2412,能力,7181
2413,上级,674
2414,新问题,118
2415,裁量,103
2416,权,1192
2417,公开性,11
2418,刑法,271
2419,刑事诉讼法,74
2420,暴力,845
2421,治安,723
2422,从宽,26
2423,较轻,89
2424,改变,2929
2425,单纯,562
2426,定性分析,5
2427,定量分析,10
2428,引入,458
2429,从而,1543
2430,应负,47
2431,始终,1660
2432,依次,335
2433,李金磊,12
2434,放假,1008
2435,上班族,331
2436,不用,1346
2437,节,1837
2438,连,3713
2439,班,1386
2440,令,2590
2441,取消,1808
2442,回家,5332
2443,出行,2626
2444,计划,6877
2445,专家,5050
2446,建议,6445
2447,上旬,154
2448,次年,173
2449,便于,304
2450,民众,2014
2451,假日,383
2452,现,1534
2453,超长,45
2454,周,1561
2455,直呼,307
2456,崩溃,257
2457,假日办,30
2458,听取,1477
2459,民意,543
2460,发布,7495
2461,放,2344
2462,天假,18
2463,假期,683
2464,小长假,51
2465,广,1143
2466,受,4646
2467,诟病,179
2468,调休,38
2469,周末,741
2470,难免,286
2471,打乱,56
2472,正常,3516
2473,节奏,597
2474,得不偿失,45
2475,社科院,228
2476,中心,8421
2477,特约,248
2478,研究员,590
2479,刘思敏,15
2480,中新网,372
2481,采访,5068
2482,方案,3454
2483,避免,2106
2484,值得,1454
2485,出游,310
2486,泡汤,34
2487,很多,10295
2488,习惯,1918
2489,不得不,1082
2490,以为,1724
2491,元旦节,33
2492,看,10339
2493,爸爸,3300
2494,妈妈,2785
2495,没想到,1630
2496,休息,1226
2497,所以,6492
2498,只好,752
2499,等到,576
2500,过年,2244
2501,回去,719
2502,老家,1003
2503,河北,1943
2504,保定,199
2505,山东,1217
2506,女白领,25
2507,小王,453
2508,上海,6775
2509,治疗,3216
2510,师,903
2511,张,5725
2512,本来,946
2513,去,14359
2514,黄山,190
2515,欣赏,542
2516,雪景,22
2517,假,1628
2518,贺,156
2519,离,1732
2520,石家庄,875
2521,远,1822
2522,父母,4392
2523,别,1575
2524,回,3392
2525,来回,263
2526,折腾,193
2527,不如,901
2528,不够,1453
2529,充裕,105
2530,一趟,313
2531,太高,230
2532,大多,1060
2533,只能,3233
2534,坐,3041
2535,高铁,1348
2536,以前,2261
2537,往返,352
2538,费,1923
2539,不到,3695
2540,单程,34
2541,就要,1565
2542,花,2821
2543,多元,1565
2544,几百,371
2545,在家,1302
2546,待,1214
2547,值,774
2548,支招,143
2549,拼,417
2550,可享,30
2551,多数,914
2552,选择,6341
2553,宅,166
2554,家里,2681
2555,朋友,4286
2556,聚会,533
2557,有人,4657
2558,获得,5039
2559,恰逢,117
2560,周三,234
2561,若,1806
2562,周一,331
2563,周二,113
2564,周四,123
2565,周五,528
2566,请假,186
2567,即可,1062
2568,相邻,126
2569,相连,176
2570,白领,550
2571,小李,437
2572,公司,15687
2573,请,3430
2574,年假,31
2575,打算,1283
2576,雪乡,19
2577,玩,1928
2578,安徽,2313
2579,合肥,2638
2580,小燕,60
2581,为了,7547
2582,安庆,169
2583,事假,2
2584,路远,14
2585,被扣,61
2586,月份,2462
2587,例行,387
2588,太迟,6
2589,不利于,306
2590,造成了,478
2591,以后,3030
2592,方便,2034
2593,提前,2465
2594,注意,3129
2595,恢复,2063
2596,征求,522
2597,清明节,63
2598,劳动节,56
2599,端午节,30
2600,中秋节,68
2601,节假日,796
2602,逢,193
2603,周三时,2
2604,仅,4149
2605,当天,3639
2606,周四时,3
2607,调,844
2608,借,1529
2609,周六,145
2610,周日,100
2611,因此,5887
2612,适逢,34
2613,再次,4013
2614,澳大利亚,1067
2615,悉尼,146
2616,海港,39
2617,大桥,779
2618,歌剧院,26
2619,上方,276
2620,烟花,1253
2621,盛放,30
2622,鲤鱼,74
2623,大餐,109
2624,喜剧,573
2625,短片,291
2626,一个人,1474
2627,晚餐,569
2628,德国,1513
2629,多家,1302
2630,都会,3113
2631,前夜,78
2632,播放,552
2633,这部,811
2634,德国人,70
2635,些,1383
2636,有趣,406
2637,游戏,2196
2638,比如,3017
2639,倒,1341
2640,铅,98
2641,铅块,16
2642,加热,215
2643,融化,109
2644,倒入,122
2645,冷水,123
2646,凝固,76
2647,捞出,83
2648,然后,2938
2649,形状,229
2650,预测,1148
2651,运势,35
2652,买,5131
2653,枞树,23
2654,许愿,52
2655,欢度,54
2656,饰品,130
2657,装饰,471
2658,将要,190
2659,送给,665
2660,亲友,508
2661,礼物,741
2662,全家,319
2663,围坐,45
2664,电视机,221
2665,听,2573
2666,等候,466
2667,克里姆林宫,39
2668,斯,571
2669,巴斯克,16
2670,塔楼,18
2671,新年零时,10
2672,打开,1609
2673,家门,238
2674,点燃,250
2675,写下,296
2676,心愿,301
2677,纸条,155
2678,灰烬,27
2679,放进,145
2680,酒,1046
2681,喝,2973
2682,肚里,23
2683,排队,1182
2684,抢,3296
2685,福袋,45
2686,称为,1721
2687,除夜,7
2688,春晚,8329
2689,红,2219
2690,白,909
2691,歌会,31
2692,则,10269
2693,百姓,1399
2694,守岁,32
2695,节目,7354
2696,始于,145
2697,歌唱,205
2698,讨,529
2699,头彩,26
2700,常常,906
2701,一大,1097
2702,早就,509
2703,商店,459
2704,开门,446
2705,福,807
2706,招财,18
2707,内衣,421
2708,岁末,247
2709,委内瑞拉,99
2710,热衷,198
2711,黄色,544
2712,贴身,154
2713,穿着,951
2714,衣服,1535
2715,宝,989
2716,喜欢,3581
2717,面额,61
2718,纸币,136
2719,钱包,484
2720,右脚,84
2721,穿,2528
2722,鞋子,218
2723,财富,783
2724,大龄,95
2725,女青年,44
2726,祈求,106
2727,甜蜜,500
2728,爱情,2611
2729,椅子,216
2730,跳,716
2731,桌子,358
2732,底下,149
2733,钻,216
2734,跳河,133
2735,迎,305
2736,罗马,127
2737,特有,206
2738,风俗,157
2739,距今,138
2740,已有,1608
2741,摄氏度,483
2742,室外,276
2743,加上,2012
2744,阵阵,172
2745,寒风,225
2746,光,1164
2747,膀子,34
2748,跳进,46
2749,冰冷,180
2750,河水,169
2751,壮举,51
2752,深感,147
2753,佩服,76
2754,参加,7065
2755,授予,446
2756,先生,5761
2757,称号,621
2758,南宁,373
2759,庞革平,21
2760,纵穿,5
2761,南北,268
2762,地铁,2260
2763,线,4151
2764,全线,252
2765,朝阳,390
2766,路段,1359
2767,并行,43
2768,南宁市,95
2769,网,2988
2770,十字,63
2771,骨架,166
2772,投入,3064
2773,西乡,33
2774,塘,171
2775,片,2149
2776,城区,1333
2777,南北向,28
2778,交通线,14
2779,届时,708
2780,两条,482
2781,字型,37
2782,网络,7737
2783,缓解,1265
2784,压力,3320
2785,市民,6540
2786,效率,1106
2787,轨道,755
