,词语,词频
1756,重点,396
1757,全方位,36
1758,推行,87
1759,外交部,70
1760,国强,15
1761,下午,176
1762,回答,78
1763,提问,9
1764,招待会,85
1765,问,143
1766,方向,130
1767,哪些,20
1768,遵循,34
1769,争取,128
1770,睦邻友好,6
1771,睦邻,5
1772,互信,3
1773,伙伴,84
1774,非洲,109
1775,拉丁美洲,6
1776,南亚,6
1777,中东欧,15
1778,致力,38
1779,加紧,17
1780,访,51
1781,美,401
1782,克林顿,132
1783,总统,455
1784,访华,57
1785,接待,46
1786,俄,325
1787,定期,31
1788,机制,281
1789,国,801
1790,领域,279
1791,内,524
1792,条约,29
1793,签订,57
1794,西欧,20
1795,势头,95
1796,必将,39
1797,多边,14
1798,维和,28
1799,裁军,8
1800,军控,1
1801,环保,36
1802,建设性,22
1803,完整,57
1804,海上,45
1805,油田,63
1806,产,50
1807,油,31
1808,新高,1
1809,济南,60
1810,截至,72
1811,原油,51
1812,一百五十万零一百,1
1813,吨,228
1814,超,34
1815,计划,383
1816,一百,41
1817,相比,72
1818,年产,25
1819,五十万,3
1820,渤海湾,1
1821,极,113
1822,浅,10
1823,海,79
1824,海域,7
1825,展开,106
1826,大规模,72
1827,勘探,47
1828,会战,7
1829,初,181
1830,奋战,23
1831,建成,174
1832,一百五十万,2
1833,产能,1
1834,完钻,1
1835,交井,1
1836,三十,29
1837,口,106
1838,投产,59
1839,井,24
1840,三十六,4
1841,杜,39
1842,中武,1
1843,传刚,1
1844,供水,17
1845,工程,714
1846,通水,2
1847,西安,46
1848,二十八日,7
1849,革命,251
1850,圣地,6
1851,延安,26
1852,市区,53
1853,缺水,8
1854,设施,281
1855,薄弱,55
1856,九十,38
1857,年代,298
1858,以后,131
1859,突出,186
1860,供水量,1
1861,仅,282
1862,二点三万,2
1863,平均,197
1864,需水量,1
1865,四点九三万,1
1866,缺水量,1
1867,二点六三万,1
1868,一九九六年,4
1869,四月,4
1870,水利部,15
1871,陕西省,17
1872,决定,452
1873,五万,2
1874,十三万,1
1875,用水,8
1876,沿途,14
1877,一点六六万,1
1878,一点五五万,1
1879,头,156
1880,家畜,4
1881,饮水,10
1882,满足,93
1883,中长期,11
1884,需水,1
1885,孟,56
1886,祁,5
1887,勇,32
1888,吞吐量,6
1889,七千万,2
1890,大连,45
1891,书政,5
1892,十八时,2
1893,大连港,2
1894,六百万,2
1895,开通,47
1896,威海,1
1897,烟台,11
1898,韩国,155
1899,仁川,1
1900,国内外,81
1901,客货,7
1902,滚装,1
1903,航线,20
1904,北美洲,2
1905,东南亚,140
1906,欧洲,264
1907,八,195
1908,集装箱,39
1909,班轮,4
1910,哈尔滨,47
1911,延吉,3
1912,沈阳,64
1913,班列,1
1914,广州,129
1915,杂货,4
1916,应,584
1917,支付,65
1918,德武,5
1919,临近,31
1920,底,154
1921,决议,60
1922,成员国,51
1923,会费,22
1924,分摊,9
1925,比例表,1
1926,缴纳,13
1927,比例,108
1928,变,187
1929,德,59
1930,法,108
1931,意,46
1932,适当,56
1933,上调,3
1934,接近,36
1935,逐年,26
1936,下调,12
1937,发达国家,51
1938,下限,3
1939,即,208
1940,国民,93
1941,生产总值,66
1942,占,386
1943,比重,89
1944,基数,6
1945,考虑,113
1946,人均,127
1947,外债,48
1948,负担,105
1949,计算,40
1950,缴,11
1951,会费额,1
1952,首富,3
1953,规定,439
1954,上限,1
1955,可是,54
1956,降,94
1957,维和费,1
1958,拒付,1
1959,要挟,1
1960,这种,474
1961,做法,87
1962,极大,87
1963,随意性,4
1964,不利,46
1965,财政,227
1966,遭到,41
1967,反对,173
1968,拖欠,10
1969,并且,78
1970,尺度,4
1971,法案,10
1972,付清,2
1973,欠款,4
1974,挂钩,19
1975,结果,245
1976,空前,16
1977,孤立,18
1978,寻找,70
1979,财政危机,1
1980,办法,195
1981,个别,46
1982,自恃,1
1983,财大气粗,2
1984,所谓,66
1985,安理会,80
1986,常任,13
1987,理事国,12
1988,应当,336
1989,提议,17
1990,份额,35
1991,极力,8
1992,席位,24
1993,金钱,17
1994,挂,75
1995,钩,3
1996,主张,132
1997,实际上,63
1998,钱,508
1999,买,218
2000,权,61
2001,变成,65
2002,富人,2
2003,俱乐部,41
2004,普遍,130
2005,会员国,6
2006,哪,49
2007,说了算,7
2008,私下,4
2009,合情合理,5
2010,这次,217
2011,讨论,119
2012,负责,229
2013,斯卡拉,1
2014,种,851
2015,几乎,110
2016,欧盟,149
2017,除非,3
2018,清,73
2019,否则,43
2020,看来,46
2021,无条件,8
2022,履行,63
2023,义务,76
2024,出任,22
2025,巴基斯坦,37
2026,伊斯兰堡,11
2027,穆斯林,14
2028,联盟,102
2029,谢里夫派,2
2030,候选人,16
2031,最高法院,1
2032,大法官,3
2033,穆罕默德,8
2034,拉斐克,2
2035,塔拉尔,8
2036,巴,123
2037,议会,104
2038,参议院,9
2039,各省,25
2040,选举,215
2041,当选,94
2042,第九,73
2043,任,165
2044,任期,20
2045,宣誓,10
2046,就职,11
2047,共计,18
2048,有效,246
2049,选票,11
2050,绝对,45
2051,优势,276
2052,获胜,22
2053,出生,51
2054,旁遮普省,2
2055,毕业,82
2056,旁遮普,2
2057,法学院,2
2058,供职,3
2059,拉合尔,5
2060,高等,28
2061,法院,67
2062,成员,155
2063,首席,20
2064,议员,47
2065,同年,23
2066,执政党,11
2067,谢,76
2068,派,52
2069,提名,14
2070,外长,145
2071,评价,96
2072,建交,57
2073,约翰内斯堡,9
2074,宪,7
2075,也刚,2
2076,赵,247
2077,毅,15
2078,尚,113
2079,绪谦,2
2080,兼,130
2081,外交部长,39
2082,其琛,205
2083,南非,143
2084,恩佐,8
2085,驻,269
2086,学贤,8
2087,阐述,30
2088,立场,85
2089,关系史,4
2090,标志,117
2091,新篇章,5
2092,一样,175
2093,正常化,27
2094,借此机会,5
2095,友谊,70
2096,进程,227
2097,人士,164
2098,谢意,9
2099,交往,55
2100,追溯,8
2101,数万,12
2102,华人,125
2103,劳工,1
2104,远涉重洋,1
2105,成立,288
2106,始终,126
2107,同情,18
2108,支持,455
2109,种族,13
2110,平等,45
2111,解放,77
2112,斗争,239
2113,声援,5
2114,隔离,10
2115,正义,10
2116,诞生,38
2117,欢欣鼓舞,7
2118,近年来,154
2119,频繁,34
2120,快,153
2121,展现,49
2122,双边,68
2123,潜力,60
2124,各有所长,1
2125,具,56
2126,互补性,7
2127,贸易,239
2128,迅速,167
2129,贸易额,19
2130,剧增,5
2131,则,345
2132,可望,16
2133,投资,574
2134,强劲,24
2135,数十,36
2136,独资,7
2137,合资企业,9
2138,北方,79
2139,铬铁矿,1
2140,短,55
2141,运作,64
2142,逾,33
2143,目光,32
2144,瞄准,12
2145,更是,75
2146,航空,87
2147,理由,45
2148,越来越,168
2149,亚洲,230
2150,共同语言,2
2151,事务,85
2152,磋商,41
2153,权益,36
2154,乃至,62
2155,下去,78
2156,毫无道理,2
2157,如果,299
2158,迟迟,11
2159,国际法,10
2160,绝大多数,24
2161,遵从,1
2162,惯例,17
2163,合法,48
2164,决定性,14
2165,背道而驰,3
2166,要不是,3
2167,早已,36
2168,自然,169
2169,牢固,16
2170,程度,172
2171,遭遇,7
2172,殖民主义,5
2173,欺凌,2
2174,废除,7
2175,以前,66
2176,侨民,1
2177,黑人,11
2178,摧残,4
2179,顽强,33
2180,彩虹,12
2181,花园,35
2182,多样性,19
2183,本国,47
2184,百废待兴,1
2185,殖民,4
2186,统治,11
2187,给予,152
2188,道义,2
2189,无私,12
2190,援助,76
2191,艰苦,75
2192,岁月,39
2193,中山,11
2194,毛,133
2195,泽东,68
2196,恩来,209
2197,榜样,20
2198,启发,18
2199,鼓舞,50
2200,如今,123
2201,给,891
2202,飞速,7
2203,钦佩,7
2204,赢得,64
2205,应有,59
2206,受到,281
2207,尊敬,11
2208,忘记,39
2209,第三世界,10
2210,感激,12
2211,业已,12
2212,虽然,169
2213,日期,19
2214,之前,87
2215,超过,185
2216,二者,6
2217,加,90
2218,第六,41
2219,拥有,157
2220,看法,59
2221,比如,62
2222,认为,653
2223,应该,225
2224,恃强凌弱,1
2225,不结盟,3
2226,期待,24
2227,联合,279
2228,比勒陀利亚,6
2229,殷,10
2230,立青,1
2231,签署,102
2232,联合公报,18
2233,共同体,7
2234,主席国,23
2235,运动,115
2236,无疑,41
2237,有助于,43
2238,大使级,2
2239,发展史,9
2240,事件,163
2241,会谈,183
2242,广泛,170
2243,互,24
2244,设,58
2245,总领事馆,5
2246,换文,2
2247,开普敦,1
2248,德班,4
2249,设立,118
2250,首任,7
2251,大使,122
2252,同意,90
2253,中方,52
2254,局势,51
2255,过渡,38
2256,轨道,59
2257,远非,2
2258,始,19
2259,过渡期,4
2260,打下,18
2261,局限,12
2262,还要,122
2263,回顾,38
2264,广阔,54
2265,曼德拉,7
2266,任命,22
2267,戴克瑞,1
2268,驻华,63
2269,达成,99
2270,谅解,8
2271,官方,29
2272,顾虑重重,1
2273,迈,21
2274,步子,5
2275,存在,261
2276,承认,52
2277,然后,86
2278,海峡,53
2279,停止,58
2280,敌对,19
2281,状态,111
2282,三通,19
2283,那么,123
2284,不可避免,15
2285,既,306
2286,带来,216
2287,益处,3
2288,盟友,5
2289,便于,13
2290,捍卫,15
2291,突然,46
2292,态度,120
2293,而是,180
2294,必然,55
2295,久远,3
2296,人权,26
2297,剥夺,9
2298,苦难,6
2299,所以,129
2300,干涉,21
2301,别国,12
2302,内政,16
2303,交通,256
2304,通讯,51
2305,可观,23
2306,政要,14
2307,回首,12
2308,下滑,32
2309,乌,22
2310,灵活,40
2311,莫斯科,61
2312,铁柱,2
2313,叶利钦,60
2314,和睦,8
2315,和解,12
2316,一切,174
2317,媒体,102
2318,滑坡,21
2319,有限,62
2320,摆脱,65
2321,停滞,10
2322,复苏,19
2323,促使,43
2324,回升,71
2325,迈出,41
2326,步伐,100
2327,四,360
2328,圆桌会议,1
2329,权力,76
2330,机构,389
2331,尽,63
2332,对话,48
2333,白俄罗斯,7
2334,乌克兰,22
2335,谈话,60
2336,提到,21
2337,某些,66
2338,尽如人意,12
2339,甚至,212
2340,失望,6
2341,痛苦,26
2342,有力,92
2343,波恩,17
2344,吕,54
2345,鸿,7
2346,德国,184
2347,金克尔,4
2348,此间,85
2349,新闻界,35
2350,称,128
2351,谋求,24
2352,严格,171
2353,按,236
2354,标准,219
2355,启动,57
2356,欧元,27
2357,加入,105
2358,货币,240
2359,清楚,55
2360,大多数,48
2361,阿姆斯特丹,1
2362,大厦,44
2363,焕然一新,7
2364,北约,101
2365,填平,3
2366,鸿沟,1
2367,历史性,26
2368,创建,85
2369,格局,94
2370,奠定,40
2371,呈现,58
2372,轮廓,2
2373,基辅,1
2374,乌多文科,3
2375,吹风会,4
2376,番,29
2377,主要,751
2378,地区性,10
2379,系列,263
2380,黑海,8
2381,波罗的海,44
2382,西方,126
2383,一体化,63
2384,读者,223
2385,年终,13
2386,专家,328
2387,学者,137
2388,热情,106
2389,撰写,26
2390,特点,144
2391,述评,7
2392,吸纳,23
2393,谷,22
2394,源洋,2
2395,世中,2
2396,肖,51
2397,炼,2
2398,长久,10
2399,漓高,1
2400,甄,1
2401,炳禧,1
2402,一并,2
2403,方,144
2404,变化,261
2405,文,75
2406,文中,4
2407,段,232
2408,东亚,88
2409,论述,31
2410,引用,7
2411,未,211
2412,注明,4
2413,出处,1
2414,文章,116
2415,删节,1
2416,不当,10
2417,处,185
2418,不好,42
2419,致歉,1
2420,依然,94
2421,严峻,49
2422,华盛顿,107
2423,利源,12
2424,研究所,97
2425,所长,41
2426,沃纳,2
2427,福诺斯,1
2428,出生率,4
2429,有所,101
2430,该所,9
2431,年度,77
2432,实施,429
2433,计划生育,69
2434,晚婚,2
2435,加上,56
2436,死亡率,8
2437,速度,198
2438,原先,17
2439,预料,7
2440,尽管如此,3
2441,总人口,16
2442,大约,32
2443,居住,64
2444,翻,48
2445,一番,40
2446,访问,257
2447,港口,24
2448,夸祖鲁,1
2449,纳塔尔省,1
2450,恩古巴尼,2
2451,夸,12
2452,纳省,7
2453,旅游部,2
2454,新任,13
2455,非国大,2
2456,祖马,1
2457,留下,92
2458,深刻,117
2459,印象,54
2460,模式,109
2461,共同点,3
2462,德班港,2
2463,沿海,49
2464,化工,27
2465,欢迎,197
2466,有着,90
2467,悠久,22
2468,至今,66
2469,祖鲁王国,1
2470,风俗,16
2471,习惯,62
2472,气候,48
2473,独特,59
2474,景观,16
2475,贵省,1
2476,地理,23
2477,位置,110
2478,港,67
2479,之一,202
2480,上海市,49
2481,先后,241
2482,家电,28
2483,五金,7
2484,搪瓷,1
2485,文具,7
2486,现有,70
2487,间,262
2488,更为,50
2489,国会,65
2490,鲁丽,18
2491,万象,2
2492,消息,81
2493,老挝人民民主共和国,1
2494,沙曼,1
2495,维雅吉,1
2496,老挝,6
2497,政协,300
2498,会长,72
2499,及其,103
2500,率领,41
2501,和裁会,1
2502,代表团,110
2503,宾主,3
2504,有利于,132
2505,本,320
2506,革命党,2
2507,她,623
2508,山水,9
2509,相连,15
2510,邻邦,4
2511,相互,157
2512,不仅,347
2513,而且,357
2514,亚太地区,16
2515,邀请,104
2516,抵,31
2517,为期,51
2518,马里兰州,3
2519,盖茨堡镇,2
2520,举办,207
2521,灯展,4
2522,近日,141
2523,灯饰,13
2524,卡通,18
2525,人物,150
2526,动物,76
2527,造型,23
2528,设置,65
2529,长,321
2530,公里,195
2531,两旁,15
2532,寒冷,26
2533,冬夜,3
2534,增添,39
2535,暖意,3
2536,宇,10
2537,河内,6
2538,凌,10
2539,德权,2
2540,越南,47
2541,潘,105
2542,文凯,7
2543,挖掘,18
2544,厉行节俭,2
2545,吸收,74
2546,外部,47
2547,资金,509
2548,竞争力,67
2549,注重,77
2550,公平,43
2551,越通社,2
2552,另一方面,55
2553,行业,281
2554,增幅,24
2555,减小,1
2556,购买力,9
2557,内部,181
2558,外国,140
2559,够,40
2560,抑制,36
2561,因素,184
2562,当务之急,19
2563,优先,77
2564,接轨,23
2565,自强,22
2566,意志,24
2567,行政,222
2568,整顿,98
2569,需,76
2570,劳动力,42
2571,苏丹,15
2572,奥马尔,2
2573,哈桑,8
2574,艾哈迈德,4
2575,巴希尔,3
2576,到来,65
2577,外来,32
2578,干预,40
2579,途径,76
2580,武装,69
2581,强烈,119
2582,约翰,10
2583,加朗,1
2584,为首,27
2585,反,267
2586,武装力量,5
2587,障碍,44
2588,复兴,16
2589,求,72
2590,自给,10
2591,阿拉伯,81
2592,面包,12
2593,篮子,3
2594,缓和,7
2595,埃及,48
2596,本人,35
2597,出访,31
2598,苏,44
2599,埃,3
2600,抨击,5
2601,阻碍,13
2602,破坏,63
2603,突尼斯,19
2604,传福,1
2605,互助,28
2606,基金,173
2607,无偿,24
2608,价值,187
2609,人民币,127
2610,录像机,5
2611,照相机,5
2612,电脑,107
2613,球类,3
2614,体育,472
2615,用品,34
2616,专电,7
2617,马达加斯加,2
2618,赠送,54
2619,药品,54
2620,医疗,130
2621,器械,23
2622,交接,15
2623,塔那那利佛,1
2624,马,182
2625,派遣,16
2626,医疗队,31
2627,每年,209
2628,马方,2
2629,宝珍,3
2630,卫生部长,6
2631,昂里埃特,1
2632,蒙古,19
2633,无息贷款,6
2634,中小型,8
2635,移交,16
2636,蒙方,1
2637,阿勒坦格列尔,2
2638,齐,50
2639,治家,1
2640,签字,25
2641,交给,32
2642,煤矿,37
2643,水电站,3
2644,裘皮,3
2645,加工厂,9
2646,洗衣粉厂,1
2647,公路,97
2648,沥青厂,1
2649,瓦楞,1
2650,纸板箱,1
2651,厂,141
2652,油漆厂,1
2653,兽药厂,1
2654,牛,62
2655,血,29
2656,提取,18
2657,氧化,1
2658,物化,1
2659,歧化酶,1
2660,出口,314
2661,用途,8
2662,液体,5
2663,罐式,2
2664,达累斯萨拉姆,2
2665,坦,3
2666,赞,7
2667,铁路局,22
2668,验收,31
2669,铁路线,8
2670,使用,209
2671,截流,16
2672,展,23
2673,宏图,6
2674,长江,86
2675,三峡,52
2676,大江,17
2677,期,82
2678,二期,21
2679,担负,21
2680,各路,4
2681,大军,14
2682,续,5
2683,舸,7
2684,如,411
2685,山,88
2686,喜,56
2687,煞,8
2688,棉,14
2689,产区,1
2690,去年,748
2691,棉花,28
2692,获,131
2693,塔里木,7
2694,盆地,13
2695,麦盖提乡,1
2696,像,267
2697,小,581
2698,堆,27
2699,维吾尔族,34
2700,乐,38
2701,武,36
2702,斌,34
2703,矿,53
2704,新绩,1
2705,江西,39
2706,萍乡,2
2707,矿务局,16
2708,摒弃,9
2709,行之有效,13
2710,扭亏为盈,4
2711,矿工,9
2712,作业,50
2713,宋,113
2714,振平,3
2715,确保,106
2716,粮,34
2717,自然灾害,15
2718,减灾,31
2719,吉林省,21
2720,总产,10
2721,公斤,128
2722,丰收年,7
2723,公主岭市,1
2724,怀德,2
2725,粮库,3
2726,收,101
2727,蒋,47
2728,林,190
2729,见,176
2730,成效,90
2731,河南,64
2732,一拖,1
2733,集团,519
2734,公司,1147
2735,改造,154
2736,研制,98
2737,东方红牌,1
2738,履带,1
2739,拖拉机,25
2740,生产线,31
2741,新兵,15
2742,军区,140
2743,某部,24
2744,连,167
2745,连长,5
2746,文建,3
2747,扑,10
2748,一批批,6
2749,优秀,232
2750,士兵,32
2751,荣立,11
2752,二等功,10
2753,训练,82
2754,缪,1
2755,青民,1
2756,甜,15
2757,蜜,1
2758,滑县,1
2759,弘扬,43
2760,尊老敬老,2
2761,全县,94
2762,老人,188
2763,办理,64
2764,老年人,9
2765,优待证,1
2766,十星级,3
2767,文明户,5
2768,该县,22
2769,人人,34
2770,自觉,83
2771,敬老养老,1
2772,风尚,10
2773,瞧,9
2774,晚年,17
2775,亚光,3
2776,中学生,17
2777,听,117
2778,近期,37
2779,中学,62
2780,广播室,1
2781,曦,7
2782,福建,41
2783,学生,260
2784,直播,6
2785,小波,2
2786,国歌,11
2787,杂文,17
2788,昭衡,2
2789,江湖,7
2790,流行,34
2791,运气,8
2792,发横财,1
2793,谐音,2
2794,骗术,3
2795,来说,133
2796,称为,63
2797,你,550
2798,久久,9
2799,发,195
2800,汉字,20
2801,书,205
2802,均,196
2803,假借,2
2804,或,672
2805,转注,1
2806,某种,31
2807,劣根性,1
2808,用以,7
2809,占卜,2
2810,人事,17
2811,吉凶,1
2812,祸福,1
2813,愚弄,1
2814,他人,31
2815,幼年,3
2816,门联,1
2817,点头,5
2818,童子,1
2819,拍手,1
2820,贺,45
2821,而今,16
2822,七老八十,1
2823,每逢,15
2824,岁末,26
2825,除旧迎新,2
2826,点,304
2827,偶然,15
2828,感触,8
2829,似乎,69
2830,风马牛不相及,1
2831,唱,107
2832,每晚,4
2833,联播,5
2834,常,100
2835,跟随,6
2836,闭目,1
2837,哼唱,2
2838,休息,15
2839,脑子,12
2840,偶尔,12
2841,歌词,10
2842,思索,9
2843,现实,177
2844,便,308
2845,浮思翩翩,1
2846,满,129
2847,百,134
2848,字,123
2849,六十,20
2850,义勇军,2
2851,进行曲,7
2852,每,252
2853,必,28
2854,亲切感,3
2855,意境,9
2856,咀嚼,4
2857,篇,114
2858,精品,67
2859,当代,100
2860,这么,90
2861,绵长,7
2862,壮健,1
2863,生命力,24
2864,吗,112
2865,启示,26
2866,呢,196
2867,抗日,49
2868,靠,165
2869,激发,30
2870,凝聚力,23
2871,喜唱乐听,1
2872,民心,22
2873,士气,8
2874,出类拔萃,4
2875,定,76
2876,代,128
2877,不衰,7
2878,经,196
2879,琢磨,5
2880,国情,46
2881,灾难,11
2882,深重,5
2883,危亡,2
2884,关头,10
2885,万众一心,3
2886,前仆后继,3
2887,英勇,9
2888,牺牲,33
2889,奋发自救,1
2890,救亡图存,1
2891,振兴图强,1
2892,前进不懈,1
2893,其次,43
2894,简明,4
2895,含有,12
2896,危机感,2
2897,历史使命感,3
2898,责任感,27
2899,声调,1
2900,铿锵,2
2901,明亮,18
2902,动人心弦,3
2903,催人奋进,1
2904,词曲,2
2905,警钟长鸣,2
2906,拍合,1
2907,基于,17
2908,要素,40
2909,一锤定音,3
2910,同声,2
2911,歌唱,10
2912,内涵,37
2913,一般,141
2914,望尘比步,1
2915,想到,58
2916,导师,8
2917,鲁迅,23
2918,那,437
2919,废,7
2920,江河,3
2921,万古,2
2922,流,40
2923,战斗性,3
2924,宏文,1
2925,共和国,37
2926,开创者,1
2927,推崇,6
2928,非同寻常,3
2929,历经,12
2930,起伏,11
2931,旗,15
2932,倒,58
2933,不无关系,3
2934,一点,103
2935,八十,18
2936,先,146
2937,河北省,90
2938,学会,77
2939,出版,213
2940,报刊,42
2941,政,18
2942,立定,4
2943,脚跟,4
2944,作者,84
2945,非,96
2946,画堂,1
2947,鹦鹉,1
2948,鸟,19
2949,冷暖,13
2950,自知,1
2951,鸣禽,2
2952,使命,51
2953,感,36
2954,轻骑,1
2955,号兵,1
2956,双,81
2957,革故鼎新,1
2958,涤浊扬清,1
2959,己,12
2960,重任,22
2961,文艺,133
2962,引发,58
2963,正气,19
2964,针砭时弊,2
2965,闪烁,15
2966,战斗,70
2967,锋芒,4
2968,后边,1
2969,颗,43
2970,火热,8
2971,心,124
2972,理解,101
2973,党政,53
2974,蓬勃,21
2975,蒲公英,5
2976,外,280
2977,瑛,1
2978,雁阵,2
2979,飞过,5
2980,渭水,4
2981,向阳,5
2982,墙角,4
2983,战车,2
